,Headline,Date,Provider
1738,Crude oil futures higher during the Asian session By Investing.com,2014-06-25,UK Investing
1739,Crude oil futures higher during the Asian session By Investing.com,2014-07-01,UK Investing
1740,Crude oil futures higher during the Asian session By Investing.com,2014-07-02,UK Investing
1741,Crude oil futures higher during the Asian session By Investing.com,2014-07-22,UK Investing
1742,Crude oil futures higher in Asian trading hours By Investing.com,2014-12-26,UK Investing
1743,Crude oil futures higher in Asian trading hours By Investing.com,2015-03-20,UK Investing
1744,Crude oil futures higher in Asian trading hours By Investing.com,2014-06-27,UK Investing
1745,Crude oil futures higher in Asian trading hours By Investing.com,2014-07-18,UK Investing
1746,Crude oil futures higher in European trading hours By Investing.com,2014-12-26,UK Investing
1747,Crude oil futures higher in European trading hours By Investing.com,2014-05-23,UK Investing
1748,Crude oil futures higher in European trading hours By Investing.com,2014-06-20,UK Investing
1749,Crude oil futures higher in European trading hours By Investing.com,2014-06-27,UK Investing
1750,Crude oil futures lower during the Asian session By Investing.com,2015-03-24,UK Investing
1751,Crude oil futures lower during the Asian session By Investing.com,2015-04-20,UK Investing
1752,Crude oil futures lower during the Asian session By Investing.com,2014-04-01,UK Investing
1753,Crude oil futures lower during the Asian session By Investing.com,2015-05-26,UK Investing
1754,Crude oil futures lower during the Asian session By Investing.com,2014-06-24,UK Investing
1755,Crude oil futures lower during the Asian session By Investing.com,2014-06-26,UK Investing
1756,Crude oil futures lower during the Asian session By Investing.com,2014-07-29,UK Investing
1757,Crude oil futures lower during the European session By Investing.com,2014-04-01,UK Investing
1758,Crude oil futures lower during the European session By Investing.com,2014-04-02,UK Investing
1759,Crude oil futures lower in Asian trading hours By Investing.com,2014-10-03,UK Investing
1760,Crude oil futures lower in Asian trading hours By Investing.com,2014-08-01,UK Investing
1761,Crude oil futures lower in European trading hours By Investing.com,2014-08-08,UK Investing
1762,Crude oil futures lower in European trading hours By Investing.com,2015-03-20,UK Investing
1763,Crude oil futures lower in European trading hours By Investing.com,2014-08-01,UK Investing
1764,Crude oil futures off the lows after IEA forecasts strong demand By Investing.com,2015-06-11,UK Investing
1765,Crude oil futures plunge 2% after bearish OPEC report By Investing.com,2015-08-11,UK Investing
1766,Crude oil futures push higher as China shares rebound sharply By Investing.com,2015-07-09,UK Investing
1767,Crude oil futures push higher as market sentiment improves By Investing.com,2015-08-13,UK Investing
1768,Crude oil futures rally $1 as China stimulus bets fuel risk appetite By Investing.com,2015-04-13,UK Investing
1769,Crude oil futures rally after falling to 6-year lows By Investing.com,2015-08-10,UK Investing
1770,"Crude oil futures rally on weaker dollar, API data ahead By Investing.com",2015-04-14,UK Investing
1771,Crude oil futures rebound as equities recover By Investing.com,2015-09-29,UK Investing
1772,Crude oil futures struggle for direction ahead of Greece debt talks By Investing.com,2015-06-25,UK Investing
1773,Crude oil futures trade near 3-week low ahead of Greek default By Investing.com,2015-06-30,UK Investing
1774,Crude oil futures trade near 6-year lows as yuan sinks further By Investing.com,2015-08-12,UK Investing
1775,Crude oil futures trade near multi-month lows on supply glut woes By Investing.com,2015-07-29,UK Investing
1776,Crude oil futures trim gains as dollar pushes higher By Investing.com,2015-07-30,UK Investing
1777,Crude oil futures tumble 2% as Iran nuclear talks near conclusion By Investing.com,2015-03-31,UK Investing
1778,Crude oil futures tumble ahead of looming Greece default By Investing.com,2015-06-29,UK Investing
1779,Crude oil futures turn lower after OPEC monthly report By Investing.com,2015-10-12,UK Investing
1780,Crude oil futures turn lower as Greece jitters weigh By Investing.com,2015-06-22,UK Investing
1781,"Crude oil futures under pressure from stronger dollar, OPEC in focus By Investing.com",2015-06-01,UK Investing
1782,Oil climbs after big losses on Wednesday; glut fears linger By Reuters,2016-07-14,UK Investing
1783,Crude oil holds near 5-month highs after weak China factory data By Investing.com,2015-05-04,UK Investing
1784,Crude Oil Prices - Weekly Outlook: April 1 - 5 By Investing.com,2019-03-31,UK Investing
1785,Crude Oil Prices - Weekly Outlook: August 6 - 10 By Investing.com,2018-08-05,UK Investing
1786,Crude Oil Prices - Weekly Outlook: Feb. 5 - 9 By Investing.com,2018-02-04,UK Investing
1787,Crude Oil Prices - Weekly Outlook: March 19 - 23 By Investing.com,2018-03-18,UK Investing
1788,Crude Oil Prices - Weekly Outlook: March 5 - 9 By Investing.com,2018-03-04,UK Investing
1789,Crude Oil Prices - Weekly Outlook: May 7 - 11 By Investing.com,2018-05-06,UK Investing
1790,Crude Oil Prices - Weekly Outlook: September 17 - 21 By Investing.com,2018-09-16,UK Investing
1791,Crude oil prices fall to 1-week low ahead of OPEC meeting By Investing.com,2015-06-04,UK Investing
1792,Crude Oil Prices Rise on Reports of Blast at Libyan Oil Pipeline By Investing.com,2017-12-26,UK Investing
1793,Crude oil prices slump as supply glut worries linger By Investing.com,2015-11-02,UK Investing
1794,Crude oil rises after OPEC says market to be balanced in 2016 By Reuters,2015-11-10,UK Investing
1795,"Oil prices fall 2 percent, supply overhang back in focus By Reuters",2016-02-08,UK Investing
1796,Crude oil slumps in subdued trade as supply glut concerns linger By Investing.com,2015-09-07,UK Investing
1797,"Crude Oil Struggles for Direction as Libya Production, Trade Weighs By Investing.com",2018-07-12,UK Investing
1798,Crude oil turns higher as markets monitor progress over Iran deal By Investing.com,2015-03-30,UK Investing
1799,Crude or condensate? The dilemma over Nigeria's oil-cut exemption By Reuters,2017-10-20,UK Investing
1800,Oil nears 11-year low on big U.S. supply build; Fed awaited By Reuters,2015-12-16,UK Investing
1801,Oil falls on low expectations for Doha meeting By Reuters,2016-04-15,UK Investing
1802,Crude Prices Jump In Asia After API figures By Investing.com,2017-01-04,UK Investing
1803,Crude rises as Kuwait oil worker strike offsets oversupply woes By Investing.com,2016-04-19,UK Investing
1804,Crude Set to Weekly Gain as Saudis Flag Need for More Spending By Bloomberg,2018-04-20,UK Investing
1805,"Oil falls on oversupply, demand concerns; U.S. crude hits 3-month low By Reuters",2016-07-25,UK Investing
1806,Cuba seeks to revive mining sector with new lead and zinc mine By Reuters,2017-07-22,UK Investing
1807,Danakali banks on new investor mood to fund Eritrean mine By Reuters,2018-09-07,UK Investing
1808,"Decommissioning costs sink for North Sea oil, gas firms -regulator By Reuters",2018-06-26,UK Investing
1809,"Denmark to propose banning sale of new petrol, diesel cars from 2030 By Reuters",2018-10-02,UK Investing
1810,"Dollar curbs, tough marketing crimp Iran oil deals - traders By Reuters",2016-10-13,UK Investing
1811,"Dozens killed, wounded in south Yemen attacks claimed by Islamic State By Reuters",2018-02-24,UK Investing
1812,Drilling ship leaves Vietnam oil block after China row By Reuters,2017-08-14,UK Investing
1813,"Ecuador, Iran officials meet on need to stabilise oil prices By Reuters",2016-08-24,UK Investing
1814,Ecuador drops plan to request exemption from OPEC cut - oil minister By Reuters,2017-11-16,UK Investing
1815,Ecuador eyes payment deal with Schlumberger soon By Reuters,2017-05-31,UK Investing
1816,"Ecuador hopes OPEC will reach agreement in Algeria, warns of risks By Reuters",2016-09-24,UK Investing
1817,Ecuador says reaches partial deal with China over crude sales By Reuters,2018-01-28,UK Investing
1818,EDF Energy extends Hunterston B-7 UK nuclear outage until Dec. 18 By Reuters,2018-10-08,UK Investing
1819,Egypt hikes gas prices by up to 75 percent in IMF-backed austerity plan By Reuters,2018-07-21,UK Investing
1820,Energy firms to study Britain's first commercial CO2 capture project By Reuters,2018-11-28,UK Investing
1821,"Energy giants opening natural gas spigots, fuelling profit rise By Reuters",2018-07-23,UK Investing
1822,Engie to relocate Asia Pacific headquarters to Singapore By Reuters,2018-10-29,UK Investing
1823,Enterprise says clients must pay for dock work as BP grumbles By Reuters,2015-02-25,UK Investing
1824,Bid target Faroe Petroleum in asset swap with Norway's Equinor By Reuters,2018-12-05,UK Investing
1825,Equinor says no impact so far from Norway strike By Reuters,2018-07-10,UK Investing
1826,Ethical cocoa schemes no panacea for struggling farmers By Reuters,2018-04-19,UK Investing
1827,EU Commission proposes settling beef dispute with United States By Reuters,2018-09-03,UK Investing
1828,EU decides against immediate tariffs on Argentine biodiesel - document By Reuters,2018-09-27,UK Investing
1829,EU farm protectionism threatens deal with South American bloc By Reuters,2017-09-29,UK Investing
1830,"EU nations, Parliament still divided on carbon market reform By Reuters",2017-06-28,UK Investing
1831,EU opens new investigation into Chinese steel imports By Reuters,2018-05-24,UK Investing
1832,EU parliament agrees to ease liquidity rules for gold trading By Reuters,2018-08-07,UK Investing
1833,EU pushes back against weakening of aviation emissions deal By Reuters,2018-06-05,UK Investing
1834,"EU ready to start trade talks with U.S, but Washington not ready: Malmstrom By Reuters",2019-05-22,UK Investing
1835,"EU tariffs on Myanmar, Cambodia rice unclear after EU countries vote By Reuters",2018-12-04,UK Investing
1836,EU to compensate Irish beef farmers for Brexit price hit By Reuters,2019-05-16,UK Investing
1837,EU to cut Britain from emissions trading system in no-deal Brexit By Reuters,2018-11-13,UK Investing
1838,Exclusive - Genel Chairman Tony Hayward to step down next year: sources By Reuters,2016-09-29,UK Investing
1839,"Exclusive - How Putin, Khamenei and Saudi prince got OPEC deal done By Reuters",2016-12-01,UK Investing
1840,"Exclusive - Iraq, oil companies agree to restart investment, boost output By Reuters",2016-08-11,UK Investing
1841,Exclusive - Nigeria expects oil output freeze at Doha meeting even without Iran  By Reuters,2016-03-23,UK Investing
1842,Exclusive - Oil CEOs to unveil renewable energy fund in new climate push By Reuters,2016-11-02,UK Investing
1843,Exclusive - Oil companies offer to cut 2015 spending in Iraq By Reuters,2015-03-12,UK Investing
1844,"Exclusive - Oil revenues down, Algeria woos energy investors By Reuters",2016-03-22,UK Investing
1845,Exclusive - Saudi Arabia plans new sovereign wealth fund: sources By Reuters,2016-01-14,UK Investing
1846,Exclusive - Saudi signals it may hit new oil output record ahead of freeze talks: sources By Reuters,2016-08-17,UK Investing
1847,Exclusive - Saudis could raise oil output again as sparring with Iran returns: sources By Reuters,2016-11-04,UK Investing
1848,Exclusive - Arrested Chevron workers could face treason charge in Venezuela: sources By Reuters,2018-04-23,UK Investing
1849,"Exclusive - As Venezuelans suffer, Maduro buys foreign oil to subsidise Cuba By Reuters",2018-05-15,UK Investing
1850,Exclusive - Glencore offers Chad new plan to repay more than $1 billion loan By Reuters,2017-11-15,UK Investing
1851,Exclusive - Iraq looks to Kuwait gas pipeline to pay off reparations By Reuters,2017-11-22,UK Investing
1852,Exclusive - Kuwait oil minister sees balanced oil market towards end 2019 By Reuters,2019-05-27,UK Investing
1853,Exclusive - Latin America looks to Venezuelan fuel cargoes as Harvey swamps U.S. By Reuters,2017-08-31,UK Investing
1854,Exclusive - Venezuela eyes first-ever refining of foreign oil: documents By Reuters,2018-06-13,UK Investing
1855,Exclusive - Kuwait sovereign fund's UK unit to buy NSMP for $1.7 billion: source By Reuters,2018-07-23,UK Investing
1856,Exclusive: Insurer says Iran's Guards likely to have organised tanker attacks By Reuters,2019-05-17,UK Investing
1857,Exclusive: Kazakhstan to seek damages from Transneft for tainted oil loaded in Ust-Luga By Reuters,2019-05-17,UK Investing
1858,Exclusive - North Korean traders offering cheap coal on hopes sanctions will ease: Chinese traders By Reuters,2018-05-11,UK Investing
1859,"Exclusive - Saudi's Falih says sees no oil shortage, but OPEC to act if needed By Reuters",2019-05-18,UK Investing
1860,Exclusive: Shell seeks to sell Venezuela JV stake to France's Maurel &amp; Prom - sources By Reuters,2018-10-12,UK Investing
1861,"Exclusive: U.S. in direct contact with Venezuelan military, urging  defections - source By Reuters",2019-02-08,UK Investing
1862,Exclusive: Venezuela seeks to repatriate $550 million of gold from Britain - sources By Reuters,2018-11-05,UK Investing
1863,Exclusive: Western buyers freeze Russian payments over dirty oil outage By Reuters,2019-05-20,UK Investing
1864,Exclusive: Arrested Russian minister wanted state to cede control over Rosneft - sources By Reuters,2016-11-29,UK Investing
1865,Exclusive: Millions of barrels of Venezuelan oil stuck at sea in dirty tankers By Reuters,2017-01-26,UK Investing
1866,"Exclusive: Petrobras spending plan already obsolete, new cuts likely - sources By Reuters",2015-09-11,UK Investing
1867,Exlusive - Iraq plans to sell oil through Iran if talks with Kurds fail By Reuters,2016-08-27,UK Investing
1868,Expectations of Saudi oil shake-up stir uncertainty By Reuters,2015-09-08,UK Investing
1869,Explainer - What's at stake for Libya's oil as conflict flares? By Reuters,2019-04-29,UK Investing
1870,Extinction Rebellion considers using drones to shut London's Heathrow Airport By Reuters,2019-05-31,UK Investing
1871,ExxonMobil to try alternate pipeline to export Nigeria's Qua Iboe crude By Reuters,2016-08-11,UK Investing
1872,"Facing tough fight in mountains, Saudi-led alliance focuses on Yemen's coast By Reuters",2018-04-09,UK Investing
1873,Fat profits - Asian traders cash in as Europe thirsts for waste oils By Reuters,2018-10-10,UK Investing
1874,"Fire breaks out at Exxon's refinery in Rotterdam, Netherlands By Reuters",2017-08-21,UK Investing
1875,Flows return to normal through BBL Netherlands-Britain gas pipeline By Reuters,2017-12-13,UK Investing
1876,Macron mulls state of emergency after worst unrest in decades By Reuters,2018-12-02,UK Investing
1877,"France’s Total, Germany’s Siemens hope to sign Cuban LNG deal soon - sources By Reuters",2018-04-30,UK Investing
1878,France's Total sees natural gas demand far outpacing oil By Reuters,2018-06-26,UK Investing
1879,"French farmers block refineries, fuel depots over palm oil imports By Reuters",2018-06-11,UK Investing
1880,From Natural Gas to Chicken Breasts -- China Commodity Tariffs By Bloomberg,2018-08-03,UK Investing
1881,Fuel shortages the new normal in Venezuela as oil industry unravels By Reuters,2018-11-13,UK Investing
1882,Gabon oil workers start 15-day strike at Total facilities By Reuters,2018-07-09,UK Investing
1883,Gabon oil workers' union ends strike at Total facilities By Reuters,2018-07-20,UK Investing
1884,"Gazprom, OMV reach outline deal on swap of Norway, Siberia assets By Reuters",2016-12-14,UK Investing
1885,Gazprom seals big gas deals in Europe despite Ukraine crisis By Reuters,2015-09-04,UK Investing
1886,German parties regroup for last-ditch coalition push By Reuters,2017-11-18,UK Investing
1887,"Glencore pursues more deals with Libya, Iran to beat tough trading year By Reuters",2016-10-12,UK Investing
1888,"Oil at five month high on weak dollar, forecasts glut will recede By Reuters",2017-09-14,UK Investing
1889,Global oil market faces less Venezuela supply in 2017 - Columbia University By Reuters,2016-08-16,UK Investing
1890,Global Oil Supply Reached Record High in August Despite Iran Fallout: IEA Report By Investing.com,2018-09-13,UK Investing
1891,Global steel demand slows as China economy falters and trade war hits By Reuters,2019-04-16,UK Investing
1892,"Gold, copper gain in Asia on better than expected HSBC China March PMI By Investing.com",2015-04-01,UK Investing
1893,"Gold, silver prices slide to 4-week lows on Fed rate hike outlook By Investing.com",2015-11-02,UK Investing
1894,Gold / Silver / Copper futures - weekly outlook: April 11 - 15 By Investing.com,2016-04-10,UK Investing
1895,Gold / Silver / Copper futures - weekly outlook: April 13 - 17 By Investing.com,2015-04-12,UK Investing
1896,Gold / Silver / Copper futures - weekly outlook: April 20 - 24 By Investing.com,2015-04-19,UK Investing
1897,Gold / Silver / Copper futures - weekly outlook: April 27 - May 1 By Investing.com,2015-04-26,UK Investing
1898,Gold / Silver / Copper futures - weekly outlook: April 6 - 10 By Investing.com,2015-04-05,UK Investing
1899,Gold / Silver / Copper futures - weekly outlook: August 1 - 5 By Investing.com,2016-07-31,UK Investing
1900,Gold / Silver / Copper futures - weekly outlook: August 10 - 14 By Investing.com,2015-08-09,UK Investing
1901,Gold / Silver / Copper futures - weekly outlook: August 17 - 21 By Investing.com,2015-08-16,UK Investing
1902,Gold / Silver / Copper futures - weekly outlook: August 22 - 26 By Investing.com,2016-08-21,UK Investing
1903,Gold / Silver / Copper futures - weekly outlook: August 24 - 28 By Investing.com,2015-08-23,UK Investing
1904,Gold / Silver / Copper futures - weekly outlook: August 3 - 7 By Investing.com,2015-08-02,UK Investing
1905,Gold / Silver / Copper futures - weekly outlook: August 8 - 12 By Investing.com,2016-08-07,UK Investing
1906,Gold / Silver / Copper futures - weekly outlook: December 14 - 18 By Investing.com,2015-12-13,UK Investing
1907,Gold / Silver / Copper futures - weekly outlook: December 26 - 30 By Investing.com,2016-12-25,UK Investing
1908,Gold / Silver / Copper futures - weekly outlook: February 20 - 24 By Investing.com,2017-02-19,UK Investing
1909,Gold / Silver / Copper futures - weekly outlook: February 22 - 26 By Investing.com,2016-02-21,UK Investing
1910,Gold / Silver / Copper futures - weekly outlook: January 18 - 22 By Investing.com,2016-01-17,UK Investing
1911,Gold / Silver / Copper futures - weekly outlook: July 13 - 17 By Investing.com,2015-07-12,UK Investing
1912,Gold / Silver / Copper futures - weekly outlook: July 20 - 24 By Investing.com,2015-07-19,UK Investing
1913,Gold / Silver / Copper futures - weekly outlook: July 27 - 31 By Investing.com,2015-07-26,UK Investing
1914,Gold / Silver / Copper futures - weekly outlook: July 6 - 10 By Investing.com,2015-07-05,UK Investing
1915,Gold / Silver / Copper futures - weekly outlook: June 1 - 5 By Investing.com,2015-05-31,UK Investing
1916,Gold / Silver / Copper futures - weekly outlook: June 13 - 17 By Investing.com,2016-06-12,UK Investing
1917,Gold / Silver / Copper futures - weekly outlook: June 15 - 19 By Investing.com,2015-06-14,UK Investing
1918,Gold / Silver / Copper futures - weekly outlook: June 20 - 24 By Investing.com,2016-06-19,UK Investing
1919,Gold / Silver / Copper futures - weekly outlook: June 22 - 26 By Investing.com,2015-06-21,UK Investing
1920,Gold / Silver / Copper futures - weekly outlook: July 10 - 14 By Investing.com,2017-07-09,UK Investing
1921,Gold / Silver / Copper futures - weekly outlook: June 29 - July 3 By Investing.com,2015-06-28,UK Investing
1922,Gold / Silver / Copper futures - weekly outlook: June 8 - 12 By Investing.com,2015-06-07,UK Investing
1923,Gold / Silver / Copper futures - weekly outlook: March 14 - 18 By Investing.com,2016-03-13,UK Investing
1924,Gold / Silver / Copper futures - weekly outlook: March 16 - 20 By Investing.com,2015-03-15,UK Investing
1925,Gold / Silver / Copper futures - weekly outlook: March 21 - 25 By Investing.com,2016-03-20,UK Investing
1926,Gold / Silver / Copper futures - weekly outlook: March 23 - 27 By Investing.com,2015-03-22,UK Investing
1927,Gold / Silver / Copper futures - weekly outlook: March 28 - April 1 By Investing.com,2016-03-27,UK Investing
1928,Gold / Silver / Copper futures - weekly outlook: March 7 - 11 By Investing.com,2016-03-06,UK Investing
1929,Gold / Silver / Copper futures - weekly outlook: May 11 - 15 By Investing.com,2015-05-10,UK Investing
1930,Gold / Silver / Copper futures - weekly outlook: May 18 - 22 By Investing.com,2015-05-17,UK Investing
1931,Gold / Silver / Copper futures - weekly outlook: May 2 - 6 By Investing.com,2016-05-01,UK Investing
1932,Gold / Silver / Copper futures - weekly outlook: May 4 - 8 By Investing.com,2015-05-03,UK Investing
1933,Gold / Silver / Copper futures - weekly outlook: November 14 - 18 By Investing.com,2016-11-13,UK Investing
1934,Gold / Silver / Copper futures - weekly outlook: November 16 - 20 By Investing.com,2015-11-15,UK Investing
1935,Gold / Silver / Copper futures - weekly outlook: November 7 - 11 By Investing.com,2016-11-06,UK Investing
1936,Gold / Silver / Copper futures - weekly outlook: November 9 - 13 By Investing.com,2015-11-08,UK Investing
1937,Gold / Silver / Copper futures - weekly outlook: October 19 -23 By Investing.com,2015-10-18,UK Investing
1938,Gold / Silver / Copper futures - weekly outlook: October 24 - 28 By Investing.com,2016-10-23,UK Investing
1939,Gold / Silver / Copper futures - weekly outlook: October 24 - 28 By Investing.com,2016-10-23,UK Investing
1940,Gold / Silver / Copper futures - weekly outlook: October 26 - 30 By Investing.com,2015-10-25,UK Investing
1941,Gold / Silver / Copper futures - weekly outlook: October 31 - November 4 By Investing.com,2016-10-30,UK Investing
1942,Gold / Silver / Copper futures - weekly outlook: September 12 - 16 By Investing.com,2016-09-11,UK Investing
1943,Gold / Silver / Copper futures - weekly outlook: September 14 - 18 By Investing.com,2015-09-13,UK Investing
1944,Gold / Silver / Copper futures - weekly outlook: September 21 - 25 By Investing.com,2015-09-20,UK Investing
1945,Gold / Silver / Copper futures - Weekly Outlook: September 26 - 30 By Investing.com,2016-09-25,UK Investing
1946,Gold / Silver / Copper futures - weekly outlook: September 5 - 9 By Investing.com,2016-09-04,UK Investing
1947,Gold / Silver / Copper futures - weekly outlook: September 7 - 11 By Investing.com,2015-09-06,UK Investing
1948,Gold / Silver / Copper Prices - Weekly Outlook: Nov. 27 - Dec. 1 By Investing.com,2017-11-26,UK Investing
1949,Gold bounces off 3-week low on fading hopes for Greece debt deal By Investing.com,2015-06-25,UK Investing
1950,Gold Climbs as China Fear Factor Strikes at Risk By Investing.com,2019-05-29,UK Investing
1951,"Gold consolidates near $1,100-level, further losses seen ahead By Investing.com",2015-07-21,UK Investing
1952,Gold cuts losses after ADP jobs report disappoints By Investing.com,2015-08-05,UK Investing
1953,Gold declines ahead of Greece debt talks By Investing.com,2015-05-11,UK Investing
1954,Gold declines ahead of Greek debt talks By Investing.com,2015-06-22,UK Investing
1955,Gold dips as dollar regains strength ahead of retail sales data By Investing.com,2015-06-11,UK Investing
1956,Gold Dips as Fair-Weather Investors Opt for Dollar By Investing.com,2019-05-28,UK Investing
1957,"Gold dips but holds near $1,200 ahead of Fed meeting By Investing.com",2015-04-28,UK Investing
1958,Gold drops $15 to hit session lows after upbeat durable goods data By Investing.com,2015-08-26,UK Investing
1959,"Gold drops to 4-month low with Greece, China in focus By Investing.com",2015-07-08,UK Investing
1960,Gold edges higher as dollar crashes on reduced Fed rate hike bets By Investing.com,2016-08-16,UK Investing
1961,"Gold edges higher but remains below $1,200 in subdued trade  By Investing.com",2015-05-05,UK Investing
1962,Gold edges higher but remains near 5-1/2 year low ahead of data By Investing.com,2015-08-04,UK Investing
1963,Gold edges lower ahead of Bank of England rate decision By Investing.com,2016-07-14,UK Investing
1964,Gold edges lower amid uncertainty over Fed rate hike  By Investing.com,2015-04-30,UK Investing
1965,"Gold edges lower as equities, dollar recover By Investing.com",2015-08-25,UK Investing
1966,Gold edges lower as markets await fresh hints on Fed policy By Investing.com,2016-08-11,UK Investing
1967,Gold edges lower in familiar range as markets wait for Yellen By Investing.com,2016-08-24,UK Investing
1968,Gold Edges Lower to Start the Week Amid Rising Bond Yields   By Investing.com,2018-02-05,UK Investing
1969,Gold extends losses after upbeat jobless claims report By Investing.com,2015-04-02,UK Investing
1970,Gold extends losses as rumors of an imminent Greek deal mount By Investing.com,2015-06-30,UK Investing
1971,Gold extends retreat from 11-month highs ahead of more U.S. data By Investing.com,2017-08-31,UK Investing
1972,"Gold falls back towards $1,090 after jobless claims hit 40-year low By Investing.com",2015-07-23,UK Investing
1973,Gold falls from 3-week high as dollar rises after China policy move By Investing.com,2015-08-11,UK Investing
1974,Gold falls to 2-week low after upbeat ADP jobs report By Investing.com,2015-09-30,UK Investing
1975,"Gold fluctuates near the $1,200-level with Greece in focus By Investing.com",2015-04-22,UK Investing
1976,Gold Futures - Weekly Outlook: March 13 - 17 By Investing.com,2017-03-12,UK Investing
1977,Gold Futures - Weekly Outlook: October 10 - 14 By Investing.com,2016-10-09,UK Investing
1978,Gold futures - weekly outlook: October 5 - 9 By Investing.com,2015-10-04,UK Investing
1979,"Gold futures climb 1% on soft dollar, Greece deadlock concerns By Investing.com",2015-06-10,UK Investing
1980,Gold futures decline amid global stock market rally By Investing.com,2015-09-08,UK Investing
1981,Gold futures decline as dollar pushes higher By Investing.com,2015-04-07,UK Investing
1982,Gold futures edge higher with Greece default fears in focus By Investing.com,2015-04-21,UK Investing
1983,Gold futures edge lower as Fed minutes loom By Investing.com,2015-04-08,UK Investing
1984,Gold futures edge lower despite Greece default fears By Investing.com,2015-06-30,UK Investing
1985,"Gold futures erase losses, turns flat after ADP miss  By Investing.com",2015-05-06,UK Investing
1986,Gold futures higher during the European session By Investing.com,2014-04-01,UK Investing
1987,Gold futures higher during the European session By Investing.com,2014-04-01,UK Investing
1988,Gold futures higher during the European session By Investing.com,2014-04-02,UK Investing
1989,Gold futures higher in Asian trade By Investing.com,2014-09-30,UK Investing
1990,Gold futures higher in Asian trade By Investing.com,2014-12-26,UK Investing
1991,Gold futures higher in Asian trade By Investing.com,2015-03-13,UK Investing
1992,Gold futures higher in Asian trade By Investing.com,2014-04-01,UK Investing
1993,Gold futures higher in Asian trade By Investing.com,2014-04-02,UK Investing
1994,Gold futures higher in Asian trade By Investing.com,2014-04-03,UK Investing
1995,Gold futures higher in Asian trade By Investing.com,2014-04-04,UK Investing
1996,Gold futures higher in Asian trade By Investing.com,2014-06-27,UK Investing
1997,Gold futures higher in Asian trade By Investing.com,2014-07-02,UK Investing
1998,Gold futures higher in Asian trade By Investing.com,2014-07-09,UK Investing
1999,Gold futures higher in Asian trade By Investing.com,2014-07-10,UK Investing
2000,Gold futures higher in Asian trade By Investing.com,2014-07-23,UK Investing
2001,Gold futures higher in European trade By Investing.com,2014-12-26,UK Investing
2002,Gold futures higher in European trade By Investing.com,2015-03-13,UK Investing
2003,Gold futures higher in European trade By Investing.com,2015-03-20,UK Investing
2004,Gold futures higher in European trade By Investing.com,2014-04-04,UK Investing
2005,Gold futures higher in European trade By Investing.com,2014-07-04,UK Investing
2006,Gold futures higher in European trade By Investing.com,2014-07-25,UK Investing
2007,Gold futures higher in European trade By Investing.com,2014-08-01,UK Investing
2008,Gold futures hit session lows after Yellen signals rate hike By Investing.com,2015-07-15,UK Investing
2009,Gold futures inch higher after jobless claims hit 5-week peak  By Investing.com,2015-05-28,UK Investing
2010,Gold futures little changed with timing of Fed rate hike in focus By Investing.com,2015-05-25,UK Investing
2011,Gold futures lower during the European session By Investing.com,2014-03-24,UK Investing
2012,Gold futures lower during the European session By Investing.com,2014-04-03,UK Investing
2013,Gold futures lower in Asian trade By Investing.com,2014-08-12,UK Investing
2014,Gold futures lower in Asian trade By Investing.com,2014-11-19,UK Investing
2015,Gold futures lower in Asian trade By Investing.com,2015-03-19,UK Investing
2016,Gold futures lower in Asian trade By Investing.com,2015-05-01,UK Investing
2017,Gold futures lower in Asian trade By Investing.com,2015-05-26,UK Investing
2018,Gold futures lower in Asian trade By Investing.com,2014-06-25,UK Investing
2019,Gold futures lower in Asian trade By Investing.com,2014-06-26,UK Investing
2020,Gold futures lower in Asian trade By Investing.com,2014-07-01,UK Investing
2021,Gold futures lower in Asian trade By Investing.com,2014-07-04,UK Investing
2022,Gold futures lower in Asian trade By Investing.com,2014-07-08,UK Investing
2023,Gold futures lower in Asian trade By Investing.com,2014-07-18,UK Investing
2024,Gold futures lower in Asian trade By Investing.com,2014-07-22,UK Investing
2025,Gold futures lower in Asian trade By Investing.com,2014-07-24,UK Investing
2026,Gold futures lower in Asian trade By Investing.com,2014-07-31,UK Investing
2027,Gold futures lower in European trade By Investing.com,2014-05-23,UK Investing
2028,Gold futures lower in European trade By Investing.com,2014-06-27,UK Investing
2029,Gold futures rally $10 as dollar weakens By Investing.com,2015-05-12,UK Investing
2030,Gold futures reverse losses ahead of Fed FOMC minutes By Investing.com,2015-07-08,UK Investing
2031,Gold futures rise 1% as focus turns to Fed meeting By Investing.com,2015-04-27,UK Investing
2032,Gold futures rise but remain under pressure By Investing.com,2015-09-14,UK Investing
2033,Gold futures rise more than 1% as dollar gives back gains By Investing.com,2015-05-04,UK Investing
2034,Gold futures spike as Grexit fears mount By Investing.com,2015-06-29,UK Investing
2035,Gold futures struggle as Fed rate hike outlook weighs By Investing.com,2015-09-30,UK Investing
2036,Gold futures struggle for direction amid Fed uncertainty By Investing.com,2015-09-08,UK Investing
2037,Gold futures struggle near 5-year lows amid bearish chart signals By Investing.com,2015-07-21,UK Investing
2038,"Gold futures trade near $1,200 ahead of ADP jobs report By Investing.com",2015-05-06,UK Investing
2039,Gold futures trim losses after consumer spending data By Investing.com,2015-06-01,UK Investing
2040,Gold futures turn higher as investors look ahead to Fed minutes By Investing.com,2015-05-20,UK Investing
2041,"Gold holds near 1-week high; Fed minutes, Trump-Xi summit in focus By Investing.com",2017-04-05,UK Investing
